"","nhtemp","wusa","jasper","westgreen","chesapeake","tornetrask","urals","mongolia","tasman","year"
"1904",-0.44,0.78,0.09,-0.49,0.05,-0.45,0.22,-0.06,-1.4,1904
"1905",-0.34,0.84,0.1,-0.46,-0.04,-0.5,0.26,-0.05,-1.41,1905
"1906",-0.21,0.88,0.1,-0.4,-0.12,-0.52,0.3,-0.01,-1.39,1906
"1907",-0.53,0.9,0.1,-0.34,-0.2,-0.52,0.34,0.04,-1.34,1907
"1908",-0.43,0.88,0.1,-0.27,-0.27,-0.5,0.37,0.1,-1.26,1908
"1909",-0.4,0.83,0.11,-0.2,-0.34,-0.46,0.4,0.19,-1.14,1909
"1910",-0.38,0.75,0.11,-0.14,-0.4,-0.41,0.43,0.3,-0.98,1910
"1911",-0.41,0.64,0.11,-0.09,-0.45,-0.34,0.46,0.43,-0.8,1911
"1912",-0.48,0.51,0.12,-0.07,-0.48,-0.25,0.49,0.56,-0.61,1912
"1913",-0.41,0.38,0.14,-0.06,-0.48,-0.14,0.51,0.69,-0.41,1913
"1914",-0.24,0.25,0.17,-0.09,-0.46,0.01,0.53,0.82,-0.23,1914
"1915",-0.12,0.14,0.2,-0.15,-0.41,0.18,0.55,0.92,-0.07,1915
"1916",-0.38,0.06,0.25,-0.25,-0.32,0.38,0.57,1.01,0.06,1916
"1917",-0.52,0,0.31,-0.38,-0.19,0.63,0.58,1.06,0.15,1917
"1918",-0.42,-0.01,0.38,-0.54,-0.04,0.89,0.6,1.08,0.2,1918
"1919",-0.36,0,0.45,-0.69,0.11,1.14,0.61,1.09,0.21,1919
"1920",-0.29,0.03,0.53,-0.82,0.25,1.37,0.62,1.08,0.19,1920
"1921",-0.14,0.09,0.61,-0.9,0.35,1.56,0.63,1.06,0.15,1921
"1922",-0.28,0.16,0.69,-0.91,0.4,1.68,0.64,1.03,0.09,1922
"1923",-0.26,0.25,0.76,-0.83,0.38,1.7,0.65,1.01,0.01,1923
"1924",-0.28,0.35,0.82,-0.65,0.26,1.63,0.65,1,-0.08,1924
"1925",-0.15,0.46,0.87,-0.38,0.08,1.48,0.65,1,-0.17,1925
"1926",-0.03,0.57,0.92,-0.06,-0.13,1.28,0.66,1,-0.26,1926
"1927",-0.15,0.69,0.95,0.27,-0.36,1.06,0.66,1.02,-0.33,1927
"1928",-0.16,0.81,0.97,0.6,-0.56,0.85,0.66,1.05,-0.38,1928
"1929",-0.36,0.93,0.98,0.87,-0.72,0.68,0.66,1.09,-0.4,1929
"1930",-0.05,1.04,0.97,1.08,-0.79,0.58,0.66,1.15,-0.39,1930
"1931",-0.01,1.15,0.95,1.18,-0.77,0.57,0.67,1.22,-0.34,1931
"1932",-0.06,1.26,0.93,1.19,-0.66,0.65,0.67,1.3,-0.25,1932
"1933",-0.24,1.35,0.89,1.14,-0.5,0.78,0.67,1.38,-0.15,1933
"1934",-0.07,1.42,0.85,1.04,-0.3,0.95,0.68,1.43,-0.04,1934
"1935",-0.12,1.48,0.81,0.92,-0.09,1.14,0.68,1.46,0.07,1935
"1936",-0.06,1.52,0.77,0.8,0.11,1.32,0.69,1.45,0.16,1936
"1937",0.06,1.53,0.74,0.69,0.27,1.47,0.69,1.4,0.22,1937
"1938",0.17,1.51,0.71,0.62,0.37,1.58,0.7,1.29,0.23,1938
"1939",0.05,1.47,0.7,0.58,0.42,1.65,0.7,1.14,0.22,1939
"1940",-0.09,1.41,0.69,0.56,0.42,1.68,0.71,0.97,0.17,1940
"1941",0,1.33,0.69,0.55,0.39,1.69,0.71,0.81,0.11,1941
"1942",0.02,1.25,0.69,0.55,0.33,1.67,0.71,0.66,0.03,1942
"1943",0.08,1.16,0.71,0.54,0.25,1.63,0.72,0.56,-0.05,1943
"1944",0.22,1.07,0.74,0.51,0.17,1.58,0.72,0.51,-0.13,1944
"1945",0.04,0.98,0.77,0.47,0.08,1.52,0.72,0.54,-0.2,1945
"1946",0,0.9,0.81,0.4,0,1.46,0.73,0.64,-0.26,1946
"1947",-0.02,0.83,0.85,0.32,-0.06,1.4,0.73,0.77,-0.31,1947
"1948",0.03,0.77,0.88,0.24,-0.1,1.35,0.73,0.94,-0.35,1948
"1949",0,0.72,0.91,0.15,-0.11,1.3,0.73,1.12,-0.37,1949
"1950",-0.17,0.69,0.93,0.07,-0.09,1.27,0.73,1.28,-0.38,1950
"1951",0.01,0.68,0.93,0,-0.01,1.25,0.73,1.43,-0.38,1951
"1952",0.03,0.69,0.91,-0.05,0.11,1.26,0.72,1.54,-0.36,1952
"1953",0.17,0.71,0.87,-0.08,0.26,1.27,0.72,1.61,-0.33,1953
"1954",-0.07,0.75,0.82,-0.09,0.43,1.3,0.71,1.65,-0.3,1954
"1955",-0.06,0.81,0.76,-0.09,0.58,1.33,0.7,1.67,-0.25,1955
"1956",-0.25,0.87,0.69,-0.06,0.69,1.36,0.69,1.67,-0.21,1956
"1957",0.01,0.94,0.63,-0.01,0.75,1.39,0.67,1.67,-0.16,1957
"1958",0.14,1.01,0.56,0.06,0.72,1.41,0.65,1.66,-0.11,1958
"1959",0.05,1.08,0.51,0.16,0.6,1.42,0.63,1.65,-0.06,1959
"1960",0.04,1.16,0.45,0.26,0.41,1.41,0.61,1.64,-0.01,1960
"1961",0.03,1.23,0.41,0.37,0.16,1.38,0.58,1.63,0.04,1961
"1962",0.09,1.3,0.38,0.47,-0.1,1.34,0.55,1.61,0.09,1962
"1963",0.14,1.37,0.36,0.56,-0.35,1.27,0.52,1.58,0.15,1963
"1964",-0.2,1.44,0.36,0.63,-0.57,1.19,0.49,1.54,0.23,1964
"1965",-0.16,1.51,0.37,0.65,-0.73,1.07,0.46,1.48,0.31,1965
"1966",-0.01,1.57,0.39,0.64,-0.8,0.94,0.43,1.39,0.41,1966
"1967",0.01,1.63,0.43,0.59,-0.8,0.79,0.4,1.3,0.51,1967
"1968",-0.04,1.7,0.48,0.51,-0.74,0.63,0.37,1.2,0.62,1968
"1969",-0.02,1.75,0.54,0.42,-0.63,0.48,0.35,1.1,0.72,1969
"1970",-0.05,1.81,0.59,0.32,-0.49,0.35,0.33,1.02,0.82,1970
"1971",-0.18,1.87,0.64,0.22,-0.33,0.24,0.31,0.95,0.9,1971
"1972",-0.2,1.92,0.69,0.14,-0.16,0.17,0.3,0.91,0.96,1972
"1973",0.05,1.97,0.73,0.07,-0.01,0.15,0.3,0.91,0.99,1973
"1974",-0.23,2.01,0.76,0.03,0.13,0.17,0.29,0.93,1,1974
"1975",-0.11,2.04,0.77,0,0.25,0.23,0.3,0.98,1,1975
"1976",-0.27,2.07,0.78,0,0.34,0.32,0.3,1.04,0.99,1976
"1977",0.04,2.07,0.79,0.01,0.41,0.43,0.31,1.11,0.98,1977
"1978",-0.04,2.05,0.78,0.05,0.44,0.57,0.33,1.18,0.98,1978
"1979",0.05,2.02,0.77,0.11,0.43,0.72,0.34,1.25,0.99,1979
"1980",0.09,1.95,0.74,0.19,0.37,0.87,0.36,1.31,1.02,1980
"1981",0.24,1.87,0.72,0.29,0.29,1.03,0.38,1.35,1.06,1981
"1982",-0.01,1.77,0.69,0.38,0.17,1.18,0.4,1.38,1.11,1982
"1983",0.2,1.66,0.66,0.46,0.02,1.32,0.43,1.41,1.15,1983
"1984",-0.04,1.54,0.62,0.53,-0.14,1.44,0.45,1.42,1.19,1984
"1985",-0.09,1.43,0.59,0.56,-0.31,1.54,0.47,1.42,1.21,1985
"1986",0.08,1.33,0.56,0.56,-0.48,1.6,0.5,1.41,1.2,1986
"1987",0.22,1.24,0.54,0.51,-0.65,1.63,0.51,1.39,1.16,1987
"1988",0.27,1.16,0.52,0.42,-0.8,1.62,0.53,1.37,1.1,1988
"1989",0.19,1.1,0.5,0.31,-0.94,1.58,0.55,1.34,1.02,1989
"1990",0.42,1.04,0.48,0.18,-1.04,1.51,0.56,1.31,0.93,1990
"1991",0.31,0.99,0.46,0.06,-1.1,1.41,0.57,1.29,0.84,1991
"1992",0.12,0.95,0.45,-0.06,-1.1,1.29,0.58,1.28,0.75,1992
"1993",0.19,0.91,0.43,-0.15,-1.05,1.15,0.59,1.28,0.67,1993
"1994",0.31,0.88,0.41,-0.2,-0.94,1,0.59,1.29,0.6,1994
"1995",0.49,0.85,0.39,-0.23,-0.76,0.85,0.6,1.31,0.55,1995
"1996",0.22,0.83,0.37,-0.24,-0.55,0.69,0.6,1.33,0.52,1996
"1997",0.48,0.82,0.35,-0.23,-0.32,0.56,0.6,1.33,0.5,1997
"1998",0.66,0.82,0.34,-0.21,-0.07,0.44,0.6,1.3,0.49,1998
"1999",0.46,0.84,0.32,-0.2,0.17,0.37,0.6,1.24,0.49,1999
"2000",0.4,0.88,0.31,-0.19,0.39,0.34,0.6,1.13,0.5,2000
